"PDB ID";"resolution";"releaseDate";"StructureWeight";"PolymerWeight";"NonpolymerWeight";"NonpolymerWeightNowater";"WaterWeight";"atomCount";"hetatmCount";"allAtomCount";"allAtomCountLn";"aaCount";"ligandCount";"ligandBondRotationFreedom";"aaLigandCount";"aaLigandCountNowater";"aaLigandCountFiltered";"ligandRatio";"hetatmCountNowater";"ligandCountNowater";"ligandRatioNowater";"hetatmCountFiltered";"ligandCarbonChiraAtomCountFiltered";"ligandCountFiltered";"ligandRatioFiltered";"hetatmCountMetal";"ligandCountMetal";"ligandRatioMetal";"hetatmCountNometal";"ligandCountNometal";"ligandRatioNometal";"hetatmCountNowaterNometal";"ligandCountNowaterNometal";"ligandRatioNowaterNometal";"hetatmCountFilteredMetal";"ligandCountFilteredMetal";"ligandRatioFilteredMetal";"hetatmCountFilteredNometal";"ligandCountFilteredNometal";"ligandRatioFilteredNometal";"clashscore";"RamaOutliers";"SidechainOutliers";"ClashscorePercentile";"RamaOutliersPercentile";"SidechainOutliersPercentile";"combinedGeometryQuality";"DCC_R";"DCC_Rfree";"absolute-percentile-DCC_Rfree";"AngleRMSZstructure";"BondRMSZstructure";"RSRZoutliers";"RSRZoutliersPercentile";"combinedXrayQualityMetric";"combinedOverallQualityMetric";"highestChainBondsRMSZ";"highestChainAnglesRMSZ";"averageResidueRSR";"ChiralProblemLigandRatio";"GoodLigandRatio";"TopologyProblemLigandRatio";"LigandTopologyProblemsPrecise";"LigandTopologyCarbonChiraProblemsPrecise";"ChiraProblemsPrecise";"GoodLigandRatioBinary";"LigandTopologyProblemsPreciseBinary";"LigandTopologyCarbonChiraProblemsPreciseBinary";"ChiraProblemsPreciseBinary";"averageLigandRSR";"averageLigandAngleRMSZ";"averageLigandBondRMSZ";"averageLigandRSCC";"ligandRSCCoutlierRatio";"AssemblyTotalWeight";"AssemblyBiopolymerCount";"AssemblyUniqueBiopolymerCount";"AssemblyLigandCount";"AssemblyUniqueLigandCount";"AssemblyWaterCount";"AssemblyBiopolymerWeight";"AssemblyLigandWeight";"AssemblyWaterWeight";"averageResidueRSCC";"residueRSCCoutlierRatio";"AssemblyLigandFlexibility";"averageLigandRSCCsmallLigs";"averageLigandRSCClargeLigs";"absolute-percentile-RNAsuiteness"
"1a5r";"nan";1998;11.7191;11.7191;0;0;0;16220;0;16220;9.694;103;0;"nan";103;103;103;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";108.38;2.08;8.81;0.4;11.6;15.1;1.13104;"nan";"nan";"nan";1.3;1.08;"nan";"nan";"nan";"nan";1.09;1.31;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";11.719;1;1;0;0;0;11.7191;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a5s";2.3;1999;74.426;71.6878;2738.16;648.422;2089.74;4875;156;5031;8.52337;665;120;0.714286;785;669;667;1.3;40;4;10;34;0;2;17;1;1;1;155;119;1.30252;39;3;13;0;0;"nan";34;2;17;25.24;0.63;16.47;6.5;26.9;2.3;4.79384;0.17;0.18;94;0.59;0.32;0.62;88.9;91.3789;13.5864;0.34;0.61;0.126966;0;1;0;0;0;0;1;0;0;0;0.19;2.19333;1.05;0.948667;0;144.744;4;2;8;4;4;143.376;1296.84;72.06;0.949269;0.0170604;0.365985;0.886;0.98;"nan"
"1a5t";2.2;1998;40.6849;36.9805;3704.44;65.409;3639.03;3061;607;3668;8.2074;334;203;"nan";537;335;334;2.99015;1;1;1;0;0;0;"nan";1;1;1;606;202;3;0;0;"nan";0;0;"nan";0;0;"nan";12.14;1.56;7.72;23.4;10.5;14;14.3265;"nan";"nan";"nan";0.76;0.55;"nan";"nan";"nan";"nan";0.55;0.76;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";74.128;2;1;2;1;2;73.961;130.818;36.03;"nan";"nan";1;"nan";"nan";"nan"
"1a5u";2.35;1999;500.869;463.991;36878.6;4271.43;32607.2;31823;2066;33889;10.4308;530;1846;0.787879;2376;566;536;1.11918;256;36;7.11111;186;24;6;31;22;22;1;2044;1824;1.12061;234;14;16.7143;0;0;"nan";186;6;31;32.77;0.97;13.85;3.6;17.1;3.8;5.00488;"nan";"nan";"nan";1.39;1;"nan";"nan";"nan";"nan";1.06;1.43;"nan";0;1;0;0;0;0;1;0;0;0;"nan";0.490714;0.912857;"nan";"nan";234.203;4;1;18;4;4;231.995;2135.71;72.06;"nan";"nan";0.682766;"nan";"nan";"nan"
"1a5v";1.9;1998;20.9138;17.3989;3514.87;416.286;3098.58;1123;196;1319;7.18463;158;174;0.583333;332;160;159;1.12644;24;2;12;23;0;1;23;1;1;1;195;173;1.12717;23;1;23;0;0;"nan";23;1;23;11.71;1.39;6.9;24.5;12.1;16.9;16.4264;0.15;0.21;77.8;0.61;0.58;3.6;42.5;54.9709;7.19867;0.58;0.61;0.158245;0;1;0;0;0;0;1;0;0;0;0.078;0.81;1.18;0.971;0;35.666;2;1;4;2;2;34.7978;832.572;36.03;0.848498;0.203762;0.557143;"nan";0.971;"nan"
"1a5w";2;1998;20.0302;17.3989;2631.24;361.348;2269.89;1129;149;1278;7.15305;158;127;0.583333;285;159;159;1.17323;23;1;23;23;0;1;23;0;0;"nan";149;127;1.17323;23;1;23;0;0;"nan";23;1;23;5.9;1.39;5.17;52.7;12.1;25.5;21.3014;0.16;0.22;69.2;0.64;0.59;2.16;61.7;65.2351;13.2683;0.59;0.64;0.187766;0;1;0;0;0;0;1;0;0;0;0.1;0.81;1.15;0.949;0;35.557;2;1;2;1;2;34.7978;722.696;36.03;0.838531;0.238095;0.114286;"nan";0.949;"nan"
"1a5x";1.9;1998;20.8048;17.3989;3405.88;361.348;3044.54;1123;192;1315;7.18159;158;170;0.583333;328;159;159;1.12941;23;1;23;23;0;1;23;0;0;"nan";192;170;1.12941;23;1;23;0;0;"nan";23;1;23;7.66;0.69;5.17;40.8;23.9;25.5;28.4181;0.16;0.21;77.8;0.65;0.59;2.88;51.3;61.8302;16.6242;0.59;0.65;0.205283;0;1;0;0;0;0;1;0;0;0;0.147;0.81;1.23;0.897;0;35.557;2;1;2;1;2;34.7978;722.696;36.03;0.811416;0.28254;0.114286;"nan";0.897;"nan"
"1a5y";2.5;1998;39.8029;38.4698;1333.11;0;1333.11;2829;233;3062;8.02682;330;75;0.8;405;331;331;3.10667;11;1;11;11;1;1;11;0;0;"nan";233;75;3.10667;11;1;11;0;0;"nan";11;1;11;10.88;1.07;5.88;27;15.6;21.5;20.3182;"nan";"nan";"nan";0.74;0.53;"nan";"nan";"nan";"nan";0.53;0.74;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.98;0.84;"nan";"nan";38.488;1;1;0;0;1;38.4698;0;18.015;"nan";"nan";"nan";"nan";"nan";"nan"
"1a5z";2.1;1999;42.9935;35.0264;7967.1;1769.94;6197.16;2414;437;2851;7.95543;319;351;0.823529;670;326;322;1.24501;93;7;13.2857;84;16;3;28;3;3;1;434;348;1.24713;90;4;22.5;0;0;"nan";84;3;28;17.63;0;9.65;12.9;100;8.8;14.9138;"nan";"nan";"nan";0.89;0.73;"nan";"nan";"nan";"nan";0.73;0.89;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.8775;1.485;"nan";"nan";147.257;4;1;28;4;4;140.106;7079.76;72.06;"nan";"nan";0.517801;"nan";"nan";"nan"
"1a60";"nan";1998;13.9843;13.9843;0;0;0;33600;0;33600;10.4223;44;0;"nan";44;44;44;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";76.16;"nan";"nan";1;"nan";"nan";"nan";"nan";"nan";"nan";2.09;1.29;"nan";"nan";"nan";"nan";1.35;2.16;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";13.984;1;1;0;0;0;13.9843;0;0;"nan";"nan";"nan";"nan";"nan";10.4
"1a61";2.2;1998;38.512;35.4113;3100.74;560.624;2540.12;2316;195;2511;7.82844;307;145;0.75;452;311;309;1.34483;54;4;13.5;53;5;2;26.5;2;2;1;193;143;1.34965;52;2;26;0;0;"nan";53;2;26.5;37.72;0.72;12.75;2.6;23.9;4.7;4.6932;0.15;"nan";"nan";2.26;0.95;0.35;93.5;"nan";"nan";1.01;2.26;0.154147;0;1;0;0;0;0;1;0;0;0;0.113;3.625;2.03;0.9625;0;36.026;3;3;3;2;3;35.4113;560.624;54.045;0.944848;0.048951;0.721461;"nan";0.9625;"nan"
"1a62";1.55;1998;16.847;14.7753;2071.72;0;2071.72;963;139;1102;7.00488;130;118;"nan";248;133;130;1.17797;24;3;8;0;0;0;"nan";0;0;"nan";139;118;1.17797;24;3;8;0;0;"nan";0;0;"nan";12.12;0.81;3.7;23.4;21.2;36.9;25.6399;"nan";"nan";"nan";0.6;0.44;"nan";"nan";"nan";"nan";0.44;0.6;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";14.793;1;1;0;0;1;14.7753;0;18.015;"nan";"nan";"nan";"nan";"nan";"nan"
"1a63";"nan";1998;14.6346;14.6346;0;0;0;20650;0;20650;9.93547;130;0;"nan";130;130;130;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";72.85;2.62;28.79;1.1;9.3;1.7;1.86933;"nan";"nan";"nan";1.27;1.16;"nan";"nan";"nan";"nan";1.17;1.28;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";14.635;1;1;0;0;0;14.6346;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a64";2;1998;22.9315;21.7965;1134.94;0;1134.94;1485;63;1548;7.34472;97;63;"nan";160;97;97;1;0;0;"nan";0;0;0;"nan";0;0;"nan";63;63;1;0;0;"nan";0;0;"nan";0;0;"nan";14.48;0.54;11.88;17.9;30.8;5.5;11.1049;"nan";"nan";"nan";0.81;0.6;"nan";"nan";"nan";"nan";0.61;0.82;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";21.833;2;1;0;0;2;21.7965;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"1a65";2.23;1999;60.4119;54.5654;5846.42;513.977;5332.44;3847;320;4167;8.33495;504;302;0.933333;806;510;505;1.0596;24;6;4;15;5;1;15;3;3;1;317;299;1.0602;21;3;7;0;0;"nan";15;1;15;6.23;0.4;9.51;50.4;36.3;9.2;19.2203;0.15;"nan";"nan";1.44;0.59;0.4;92;"nan";"nan";0.59;1.44;0.123172;0;1;0;0;0;0;1;0;0;0;0.1885;1.69;0.89;0.8625;0;55.097;1;1;6;4;1;54.5654;513.977;18.015;0.947993;0.0236318;0.683333;0.801;0.924;"nan"
"1a66";"nan";1998;27.3287;27.3287;0;0;0;64710;0;64710;11.0777;202;0;"nan";202;202;202;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";45.4;8.1;30.19;3;1.9;1.5;1.96552;"nan";"nan";"nan";1.46;1.09;"nan";"nan";"nan";"nan";1.31;2.47;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";27.329;3;3;0;0;0;27.3287;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a67";"nan";1998;12.2049;12.2049;0;0;0;27136;0;27136;10.2086;108;0;"nan";108;108;108;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";78.35;9.27;30.79;1;1.5;1.4;1.26;"nan";"nan";"nan";0.91;1.09;"nan";"nan";"nan";"nan";1.1;0.93;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";12.205;1;1;0;0;0;12.2049;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a68";1.8;1998;12.1244;11.4939;630.525;0;630.525;740;35;775;6.65286;95;35;"nan";130;95;95;1;0;0;"nan";0;0;0;"nan";0;0;"nan";35;35;1;0;0;"nan";0;0;"nan";0;0;"nan";8.19;0;3.7;38.2;100;36.9;47.4096;"nan";"nan";"nan";0.63;0.41;"nan";"nan";"nan";"nan";0.41;0.63;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";46.048;4;1;0;0;4;45.9757;0;72.06;"nan";"nan";"nan";"nan";"nan";"nan"
"1a69";2.1;1998;85.4188;77.5522;7866.51;1092.87;6773.64;5302;448;5750;8.65696;238;382;0.809524;620;244;241;1.17277;72;6;12;57;12;3;19;0;0;"nan";448;382;1.17277;72;6;12;0;0;"nan";57;3;19;15.63;0.72;13.42;15.8;23.9;4.1;8.59514;"nan";"nan";"nan";1.1;0.77;"nan";"nan";"nan";"nan";0.78;1.13;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.56333;1.48667;"nan";"nan";157.398;6;1;12;2;6;155.104;2185.73;108.09;"nan";"nan";0.0303031;"nan";"nan";"nan"
"1a6a";2.75;1998;44.9194;44.0807;838.746;442.416;396.33;3107;50;3157;8.05738;378;24;0.933333;402;380;380;2.08333;28;2;14;30;10;2;15;0;0;"nan";50;24;2.08333;28;2;14;0;0;"nan";30;2;15;22.7;1.34;6.65;8;13.1;18.2;11.7059;0.24;0.31;3.6;0.75;0.76;6.08;20.9;6.14204;-32.326;0.77;0.75;0.206885;0;1;0;0;0;0;1;0;0;0;0.456;0.72;0.67;0.652;1;44.577;3;3;2;1;3;44.0807;442.416;54.045;0.894943;0.1175;0.1;"nan";0.652;"nan"
"1a6b";"nan";1999;6.23679;6.17138;65.409;65.409;0;16119;20;16139;9.68899;45;1;"nan";46;46;45;20;20;1;20;0;0;0;"nan";20;1;20;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";3.56;3.75;13.24;73.3;6.1;8;9.91483;"nan";"nan";"nan";1.43;0.83;"nan";"nan";"nan";"nan";1.36;2.54;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.237;2;2;1;1;0;6.17138;65.409;0;"nan";"nan";1;"nan";"nan";"nan"
"1a6c";3.5;1998;56.9936;56.9936;0;0;0;4016;0;4016;8.29804;513;0;"nan";513;513;513;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";39.62;8.61;13.92;2.3;0.7;3.7;1.40606;0.26;"nan";"nan";0.87;0.54;"nan";"nan";"nan";"nan";0.54;0.87;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";3419.62;60;1;0;0;0;3419.62;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a6d";2.6;1999;116.876;116.876;0;0;0;9324;0;9324;9.14035;1088;0;"nan";1088;1088;1088;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";16.16;1.3;9.01;14.8;13.1;10.4;12.497;"nan";"nan";"nan";0.74;0.53;"nan";"nan";"nan";"nan";0.54;0.74;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";467.506;8;2;0;0;0;467.506;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a6e";3.2;1999;117.983;116.876;1107;1070.97;36.03;9323;66;9389;9.14729;1088;8;0.793103;1096;1094;1090;8.25;64;6;10.6667;54;8;2;27;10;4;2.5;56;4;14;54;2;27;0;0;"nan";54;2;27;24.13;1.1;8.53;7.1;15.6;11.7;10.3299;"nan";"nan";"nan";0.74;0.5;"nan";"nan";"nan";"nan";0.52;0.74;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.1775;0.62;"nan";"nan";471.934;8;2;24;3;8;467.506;4283.86;144.12;"nan";"nan";0.378788;"nan";"nan";"nan"
"1a6f";2.6;1999;14.5616;14.1545;407.031;226.881;180.15;949;17;966;6.87316;119;13;"nan";132;122;119;1.30769;7;3;2.33333;0;0;0;"nan";2;2;1;15;11;1.36364;5;1;5;0;0;"nan";0;0;"nan";22.4;5.41;16.35;8.2;1.9;2.4;2.81708;"nan";"nan";"nan";0.89;0.55;"nan";"nan";"nan";"nan";0.55;0.89;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.64;0.45;"nan";"nan";14.399;1;1;3;2;1;14.1545;226.881;18.015;"nan";"nan";0.666667;"nan";"nan";"nan"
"1a6g";1.15;1998;21.2002;17.0488;4151.38;836.623;3314.76;1362;246;1608;7.38275;151;188;0.7;339;155;152;1.30851;55;4;13.75;43;0;1;43;43;1;43;203;187;1.08556;12;3;4;43;1;43;0;0;"nan";10.04;0;1.61;30.2;100;65.5;51.3877;0.14;"nan";"nan";1.49;0.77;2.65;55.6;"nan";"nan";0.77;1.49;0.124384;0;1;0;0;0;0;1;0;0;0;0.093;0.5475;0.545;0.98375;0;17.903;1;1;4;3;1;17.0488;836.623;18.015;0.929102;0.0725806;0.0243902;0.983667;0.984;"nan"
"1a6h";"nan";1998;3.42122;3.42122;0;0;0;2824;0;2824;7.94591;11;0;"nan";11;11;11;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";77.9;"nan";"nan";1;"nan";"nan";"nan";"nan";"nan";"nan";2.41;1.47;"nan";"nan";"nan";"nan";1.6;2.53;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.842;2;1;0;0;0;6.84244;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a6i";2.4;1999;24.8241;24.3197;504.42;0;504.42;1538;28;1566;7.35628;217;28;"nan";245;217;217;1;0;0;"nan";0;0;0;"nan";0;0;"nan";28;28;1;0;0;"nan";0;0;"nan";0;0;"nan";9.07;0.53;9.76;33.9;30.8;8.6;16.8308;0.23;"nan";"nan";0.58;0.38;4.15;37;"nan";"nan";0.38;0.58;0.173041;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";48.675;2;1;0;0;2;48.6394;0;36.03;0.906136;0.0995475;"nan";"nan";"nan";"nan"
"1a6j";2.35;1998;37.3864;35.9631;1423.3;252.329;1170.98;2382;78;2460;7.80792;163;68;"nan";231;166;163;1.14706;13;3;4.33333;0;0;0;"nan";0;0;"nan";78;68;1.14706;13;3;4.33333;0;0;"nan";0;0;"nan";8.42;0.33;5.99;37.2;43;21;30.6885;0.21;"nan";"nan";0.7;0.45;0.98;82;"nan";"nan";0.46;0.7;0.165164;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.354667;0.16;0.423333;0.649333;0.666667;72.503;4;1;6;2;4;71.9262;504.658;72.06;0.919239;0.077957;0.074074;0.649333;"nan";"nan"
"1a6k";1.1;1999;21.2872;17.0498;4237.45;904.676;3332.78;1323;254;1577;7.36328;151;189;0.7;340;155;152;1.34392;63;4;15.75;43;0;1;43;43;1;43;211;188;1.12234;20;3;6.66667;43;1;43;0;0;"nan";9.23;0;0.81;33.5;100;83.2;57.8369;0.14;"nan";"nan";1.47;0.83;1.32;76.8;"nan";"nan";0.83;1.47;0.103973;0;1;0;0;0;0;1;0;0;0;0.112;0.658;0.684;0.9774;0;17.972;1;1;4;2;1;17.0498;904.676;18.015;0.954255;0.0136986;0.0243902;0.97425;0.99;"nan"
"1a6l";2.1;1998;13.5737;12.0616;1512.15;647.435;864.72;839;63;902;6.80461;106;50;1;156;108;108;1.26;15;2;7.5;15;0;2;7.5;15;2;7.5;48;48;1;0;0;"nan";15;2;7.5;0;0;"nan";5.52;0;7.29;55.7;100;15.4;32.2968;"nan";"nan";"nan";1.44;0.85;"nan";"nan";"nan";"nan";0.85;1.44;"nan";0;0.5;0.5;0;0;0;0;0;0;0;"nan";0;0;"nan";"nan";12.727;1;1;2;2;1;12.0616;647.435;18.015;"nan";"nan";0;"nan";"nan";"nan"
"1a6m";1;1999;21.2412;17.0498;4191.4;840.612;3350.79;1335;248;1583;7.36708;151;190;0.7;341;155;152;1.30526;55;4;13.75;43;0;1;43;43;1;43;205;189;1.08466;12;3;4;43;1;43;0;0;"nan";9.18;0;1.61;33.5;100;65.5;54.4288;0.13;"nan";"nan";1.31;0.78;1.32;76.8;"nan";"nan";0.78;1.31;0.0891138;0;1;0;0;0;0;1;0;0;0;0.05475;0.6375;0.605;0.991;0;17.908;1;1;4;3;1;17.0498;840.612;18.015;0.958098;0.0243902;0.0243902;0.990333;0.993;"nan"
"1a6n";1.15;1999;21.2092;17.0498;4159.4;808.613;3350.79;1335;247;1582;7.36645;151;189;0.7;340;154;152;1.30688;53;3;17.6667;43;0;1;43;43;1;43;204;188;1.08511;10;2;5;43;1;43;0;0;"nan";12.72;0;0;21.8;100;100;45.5432;0.18;"nan";"nan";1.31;0.7;"nan";"nan";"nan";"nan";0.7;1.31;"nan";0;1;0;0;0;0;1;0;0;0;"nan";0.963333;0.706667;"nan";"nan";17.876;1;1;3;2;1;17.0498;808.613;18.015;"nan";"nan";0.0325203;"nan";"nan";"nan"
"1a6p";2.08;1998;22.537;21.0778;1459.22;0;1459.22;1485;81;1566;7.35628;94;81;"nan";175;94;94;1;0;0;"nan";0;0;0;"nan";0;0;"nan";81;81;1;0;0;"nan";0;0;"nan";0;0;"nan";8.08;0.54;3.12;38.7;30.8;43;36.7813;0.22;0.3;5.6;0.65;0.45;0;100;10.6061;-7.50631;0.46;0.65;0.1371;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";21.114;2;1;0;0;2;21.0778;0;36.03;0.910123;0.070632;"nan";"nan";"nan";"nan"
"1a6q";2;1998;46.3646;42.5027;3861.89;204.847;3657.05;2820;210;3030;8.01632;382;206;"nan";588;385;382;1.01942;7;3;2.33333;0;0;0;"nan";2;2;1;208;204;1.01961;5;1;5;0;0;"nan";0;0;"nan";7.89;1.39;5.14;39.7;12.1;26;20.5065;0.23;"nan";"nan";0.76;0.53;"nan";"nan";"nan";"nan";0.53;0.76;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.41;3.52;"nan";"nan";42.726;1;1;3;2;1;42.5027;204.847;18.015;"nan";"nan";0.666667;"nan";"nan";"nan"
"1a6r";2.05;1998;61.2954;54.0534;7241.93;576.378;6665.55;3702;400;4102;8.31923;471;376;"nan";847;477;471;1.06383;30;6;5;0;0;0;"nan";0;0;"nan";400;376;1.06383;30;6;5;0;0;"nan";0;0;"nan";4.51;0.88;3.64;64.4;19;37.9;31.731;"nan";"nan";"nan";0.74;0.55;"nan";"nan";"nan";"nan";0.55;0.74;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.77;0.618333;"nan";"nan";327.887;6;1;36;1;6;324.321;3458.27;108.09;"nan";"nan";0;"nan";"nan";"nan"
"1a6s";"nan";1998;9.17975;9.17975;0;0;0;26204;0;26204;10.1737;87;0;"nan";87;87;87;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";230.1;7.99;52.59;0;2;0.1;0;"nan";"nan";"nan";0.93;0.68;"nan";"nan";"nan";"nan";0.69;0.93;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";9.18;1;1;0;0;0;9.17975;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a6t";2.7;1998;91.984;91.984;0;0;0;6468;0;6468;8.77462;427;0;"nan";427;427;427;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";26.69;2.84;7.03;5.8;5.2;16.5;7.05339;"nan";"nan";"nan";0.93;0.8;"nan";"nan";"nan";"nan";1.07;1.06;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";45.992;2;2;0;0;0;45.992;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a6u";2.1;1998;27.6259;24.8156;2810.34;0;2810.34;1735;156;1891;7.54486;228;156;"nan";384;228;228;1;0;0;"nan";0;0;0;"nan";0;0;"nan";156;156;1;0;0;"nan";0;0;"nan";0;0;"nan";15.09;0.89;6.59;16.7;19;18.2;17.9151;"nan";"nan";"nan";1.4;1.05;"nan";"nan";"nan";"nan";1.1;1.48;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";24.852;2;2;0;0;2;24.8156;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"1a6v";1.8;1998;84.7575;75.2184;9539.06;927.885;8611.17;5231;566;5797;8.6651;230;481;0.727273;711;233;233;1.17672;88;3;29.3333;66;0;3;22;0;0;"nan";566;481;1.17672;88;3;29.3333;0;0;"nan";66;3;22;21.06;6.24;16.36;9.2;1.4;2.3;2.38519;"nan";"nan";"nan";2.03;0.88;"nan";"nan";"nan";"nan";0.91;2.31;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.8675;1.9575;"nan";"nan";26.037;2;2;3;1;2;25.0728;927.885;36.03;"nan";"nan";0.25641;"nan";"nan";"nan"
"1a6w";2;1998;28.6586;24.9447;3713.92;435.191;3278.73;1773;199;1972;7.5868;229;183;0.73913;412;230;230;1.08743;17;1;17;23;0;1;23;0;0;"nan";199;183;1.08743;17;1;17;0;0;"nan";23;1;23;6;0.44;2.81;51.9;36.3;46.5;43.9101;"nan";"nan";"nan";1.65;0.91;"nan";"nan";"nan";"nan";0.92;1.73;"nan";0;0;1;0.26087;0;0;0;1;0;0;"nan";2.15;1.17;"nan";"nan";25.416;2;2;1;1;2;24.9447;435.191;36.03;"nan";"nan";0.25641;"nan";"nan";"nan"
"1a6x";"nan";1998;9.34175;9.34175;0;0;0;59094;0;59094;10.9869;87;0;"nan";87;87;87;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";45.81;6.01;21.99;3;3.2;3.3;3.16168;"nan";"nan";"nan";0.89;0.71;"nan";"nan";"nan";"nan";0.72;0.89;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";9.342;1;1;0;0;0;9.34175;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a6y";2.3;1998;38.661;34.1838;4477.15;261.636;4215.51;2075;258;2333;7.75491;134;239;0.818182;373;139;135;1.0795;24;5;4.8;21;3;1;21;4;4;1;254;235;1.08085;20;1;20;0;0;"nan";21;1;21;52.47;5.7;10;1.1;1.7;8.2;1.85268;0.21;0.26;28.4;0.87;0.63;7.46;14;18.7547;-24.1963;0.68;0.94;0.257205;0;1;0;0;0;0;1;0;0;0;0.133;4.23;9.24;0.96;0;34.518;4;3;4;1;4;34.1838;261.636;72.06;0.820125;0.328018;1;"nan";0.96;"nan"
